year,month,carrier,airport,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,4,MQ,STL,62.0,20.0,4.44,0.8,5.33,0.0,9.43,2.0,0.0,1288.0,290.0,133.0,309.0,0.0,556.0
2018,2,MQ,MSY,41.0,17.0,1.31,2.23,9.22,0.0,4.24,0.0,0.0,699.0,38.0,166.0,291.0,0.0,204.0
2018,10,UA,JAX,175.0,35.0,7.01,0.09,11.65,0.0,16.25,0.0,0.0,2055.0,375.0,21.0,541.0,0.0,1118.0
2018,9,F9,MCO,776.0,247.0,80.36,0.0,55.8,0.0,110.84,25.0,0.0,24753.0,9011.0,0.0,2395.0,0.0,13347.0
2021,3,9E,CLE,61.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,0.0,0.0,0.0,0.0
2018,12,OO,SLN,75.0,10.0,3.4,0.0,0.6,0.0,6.0,0.0,1.0,1252.0,1031.0,0.0,15.0,0.0,206.0
2014,6,OO,HLN,142.0,18.0,6.05,1.99,0.83,0.0,9.13,1.0,0.0,1036.0,266.0,180.0,33.0,0.0,557.0
2015,1,F9,CLE,284.0,90.0,14.03,0.87,32.61,0.0,42.49,1.0,0.0,6231.0,1021.0,55.0,1230.0,0.0,3925.0
2017,9,F9,DTW,120.0,6.0,4.17,0.0,1.52,0.0,0.31,3.0,0.0,208.0,131.0,0.0,60.0,0.0,17.0
2020,12,MQ,VPS,89.0,10.0,0.21,1.08,4.84,0.0,3.87,0.0,1.0,371.0,5.0,42.0,223.0,0.0,101.0
2016,6,AS,KOA,108.0,7.0,2.89,0.0,3.11,0.0,1.0,0.0,0.0,152.0,75.0,0.0,55.0,0.0,22.0
2018,9,MQ,LAW,24.0,5.0,1.7,2.0,1.3,0.0,0.0,1.0,1.0,346.0,72.0,231.0,43.0,0.0,0.0
2013,10,AA,COS,151.0,39.0,17.91,0.0,7.36,0.0,13.73,0.0,0.0,1671.0,876.0,0.0,301.0,0.0,494.0
2015,2,DL,IAH,200.0,32.0,12.3,3.35,6.79,0.0,9.56,1.0,0.0,1569.0,411.0,487.0,256.0,0.0,415.0
2018,3,OO,AZO,196.0,26.0,12.74,3.0,5.67,0.0,4.6,2.0,1.0,1688.0,979.0,97.0,239.0,0.0,373.0
2015,2,UA,DEN,3577.0,860.0,274.81,76.47,312.03,0.0,196.69,61.0,4.0,45612.0,14160.0,4887.0,11989.0,0.0,14576.0
2016,11,AA,ATL,1078.0,142.0,34.81,1.16,55.05,0.61,50.37,1.0,1.0,7084.0,1649.0,92.0,2077.0,20.0,3246.0
2019,5,F9,SDF,18.0,7.0,2.96,0.0,1.89,0.0,2.15,0.0,0.0,468.0,140.0,0.0,91.0,0.0,237.0
2019,5,G4,MDT,74.0,8.0,3.19,2.0,0.2,0.0,2.61,1.0,1.0,609.0,295.0,211.0,4.0,0.0,99.0
2023,8,UA,LAS,1082.0,246.0,86.01,7.05,66.42,0.0,86.52,10.0,2.0,15639.0,5184.0,510.0,3687.0,0.0,6258.0
2021,11,OO,GFK,55.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1198.0,1102.0,96.0,0.0,0.0,0.0
2014,10,OO,TUS,552.0,78.0,25.56,0.0,24.6,0.38,27.46,1.0,0.0,3856.0,1311.0,0.0,760.0,8.0,1777.0
2020,8,WN,STL,3124.0,127.0,43.78,14.75,32.9,0.0,35.57,23.0,4.0,5119.0,1817.0,848.0,1067.0,0.0,1387.0
2018,12,EV,IND,211.0,36.0,11.67,2.28,6.5,0.0,15.55,1.0,0.0,3371.0,1263.0,344.0,293.0,0.0,1471.0
2014,5,AS,ANC,1102.0,113.0,31.13,0.0,34.28,2.16,45.43,7.0,3.0,4918.0,1191.0,0.0,1006.0,54.0,2667.0
2018,2,OH,CMH,34.0,5.0,1.56,0.0,1.19,0.0,2.25,0.0,0.0,260.0,123.0,0.0,47.0,0.0,90.0
2023,8,DL,ALB,120.0,38.0,21.66,2.89,4.11,0.0,9.34,3.0,0.0,3431.0,2293.0,134.0,145.0,0.0,859.0
2015,9,OO,GUC,23.0,6.0,1.74,0.0,1.81,0.0,2.45,0.0,0.0,257.0,70.0,0.0,55.0,0.0,132.0
2017,12,DL,MDT,68.0,1.0,0.93,0.0,0.07,0.0,0.0,7.0,0.0,70.0,65.0,0.0,5.0,0.0,0.0
2019,7,OH,GNV,121.0,31.0,4.78,3.5,7.34,0.0,15.38,1.0,0.0,1482.0,242.0,319.0,226.0,0.0,695.0
2022,12,9E,CVG,487.0,111.0,44.09,2.45,26.31,0.0,38.15,14.0,0.0,6892.0,2396.0,899.0,984.0,0.0,2613.0
2023,4,UA,IAH,5267.0,1234.0,323.99,32.1,540.57,0.0,337.34,74.0,22.0,88482.0,26053.0,3589.0,23807.0,0.0,35033.0
2015,10,DL,MHT,55.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,123.0,90.0,0.0,33.0,0.0,0.0
2018,2,WN,ECP,82.0,37.0,9.42,1.0,2.38,0.0,24.19,0.0,0.0,1902.0,410.0,49.0,86.0,0.0,1357.0
2018,9,AA,MLB,30.0,4.0,1.86,1.0,0.91,0.0,0.24,0.0,0.0,233.0,147.0,23.0,48.0,0.0,15.0
2018,4,UA,ALB,41.0,8.0,2.0,0.0,2.5,0.0,3.5,0.0,0.0,340.0,65.0,0.0,45.0,0.0,230.0
2018,8,9E,CWA,147.0,28.0,7.58,0.0,9.9,0.0,10.51,0.0,0.0,1373.0,512.0,0.0,355.0,0.0,506.0
2020,12,MQ,HSV,129.0,17.0,5.59,0.21,7.24,0.0,3.95,1.0,0.0,836.0,252.0,15.0,448.0,0.0,121.0
2017,3,AS,GEG,127.0,38.0,14.48,0.0,14.27,0.0,9.25,0.0,0.0,1110.0,492.0,0.0,322.0,0.0,296.0
2021,9,OH,HPN,135.0,13.0,3.99,0.13,2.95,0.0,5.93,2.0,1.0,1112.0,367.0,5.0,193.0,0.0,547.0
2013,9,YV,BUR,123.0,10.0,6.78,0.0,2.22,0.0,1.0,0.0,0.0,713.0,629.0,0.0,62.0,0.0,22.0
2020,11,DL,FAR,30.0,2.0,0.81,0.0,0.22,0.0,0.97,2.0,0.0,292.0,113.0,0.0,30.0,0.0,149.0
2019,8,G4,LEX,61.0,6.0,3.62,0.0,1.07,0.0,1.31,1.0,0.0,465.0,362.0,0.0,28.0,0.0,75.0
2014,1,EV,LGA,979.0,252.0,50.58,13.95,78.22,0.0,109.25,244.0,4.0,20006.0,4454.0,2319.0,5399.0,0.0,7834.0
2018,12,YX,DTW,807.0,95.0,30.97,4.25,25.45,0.0,34.32,4.0,0.0,5115.0,2357.0,139.0,743.0,0.0,1876.0
2013,12,DL,EWR,432.0,143.0,36.38,7.36,81.86,0.0,17.4,6.0,0.0,9041.0,2192.0,1028.0,4641.0,0.0,1180.0
2022,4,QX,BOI,503.0,83.0,40.76,0.77,13.63,0.95,26.89,8.0,0.0,4495.0,2086.0,25.0,498.0,97.0,1789.0
2015,7,MQ,ORD,6096.0,1026.0,172.23,68.69,410.22,2.0,372.86,179.0,7.0,74727.0,16319.0,7739.0,24804.0,40.0,25825.0
2016,3,OO,DRO,176.0,25.0,7.42,0.84,10.06,0.0,6.68,5.0,1.0,1214.0,423.0,98.0,285.0,0.0,408.0
2014,8,OO,SPI,93.0,34.0,5.18,0.67,3.93,0.0,24.22,14.0,0.0,2155.0,392.0,84.0,188.0,0.0,1491.0
2020,11,AA,BDL,150.0,19.0,12.61,0.0,5.21,0.0,1.18,0.0,0.0,714.0,486.0,0.0,164.0,0.0,64.0
2019,1,UA,MSY,531.0,98.0,22.99,7.02,20.03,0.0,47.96,5.0,0.0,6031.0,856.0,1263.0,738.0,0.0,3174.0
2021,3,OO,PRC,62.0,6.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,1073.0,228.0,814.0,0.0,0.0,31.0
2018,11,B6,BOS,4320.0,1335.0,299.36,3.69,455.86,1.01,575.07,28.0,3.0,98764.0,26573.0,417.0,24196.0,42.0,47536.0
2019,1,UA,DCA,325.0,82.0,17.41,9.87,26.86,0.0,27.87,9.0,3.0,5452.0,889.0,635.0,1165.0,0.0,2763.0
2019,12,NK,CLT,124.0,32.0,5.38,0.66,17.1,0.0,8.85,0.0,0.0,1738.0,298.0,69.0,844.0,0.0,527.0
2023,2,9E,BHM,45.0,6.0,0.88,1.7,1.35,0.0,2.07,2.0,0.0,303.0,37.0,87.0,73.0,0.0,106.0
2019,4,YX,TPA,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0
2016,5,DL,LIH,31.0,5.0,3.59,0.0,1.16,0.0,0.26,0.0,0.0,236.0,179.0,0.0,26.0,0.0,31.0
2022,12,AS,PSG,60.0,16.0,2.47,4.61,1.46,0.0,7.46,1.0,3.0,1109.0,43.0,443.0,91.0,0.0,532.0
2013,10,UA,DSM,47.0,11.0,4.96,0.0,0.43,0.0,5.61,1.0,0.0,513.0,161.0,0.0,8.0,0.0,344.0
2020,1,F9,MIA,362.0,45.0,10.35,0.0,12.96,0.0,21.69,4.0,0.0,2512.0,709.0,0.0,531.0,0.0,1272.0
2022,7,AA,PVD,166.0,67.0,22.4,3.3,8.84,0.0,32.45,14.0,0.0,5131.0,1323.0,381.0,337.0,0.0,3090.0
2015,8,AS,BET,83.0,12.0,5.37,1.0,2.95,0.0,2.68,1.0,0.0,438.0,191.0,45.0,56.0,0.0,146.0
2021,11,MQ,ICT,70.0,5.0,3.84,0.0,0.41,0.0,0.75,0.0,0.0,226.0,116.0,0.0,9.0,0.0,101.0
2018,5,DL,DAL,143.0,23.0,6.83,0.49,11.36,0.0,4.31,0.0,1.0,1140.0,424.0,22.0,521.0,0.0,173.0
2019,7,AA,PVD,170.0,42.0,14.95,2.04,6.19,0.0,18.81,3.0,0.0,3234.0,1101.0,176.0,416.0,0.0,1541.0
2022,11,DL,SEA,2603.0,326.0,104.33,7.26,121.84,0.0,92.57,19.0,14.0,28813.0,13111.0,860.0,4145.0,0.0,10697.0
2017,5,WN,DAL,5355.0,1191.0,295.77,23.0,247.5,2.28,622.46,36.0,6.0,60186.0,13903.0,2073.0,10662.0,87.0,33461.0
2015,10,AA,ATL,975.0,135.0,64.78,2.28,25.99,0.09,41.86,8.0,0.0,7514.0,3498.0,193.0,769.0,5.0,3049.0
2013,11,WN,GSP,145.0,26.0,5.99,0.0,2.42,0.0,17.59,0.0,0.0,1017.0,200.0,0.0,77.0,0.0,740.0
2021,7,OO,TLH,31.0,9.0,7.0,2.0,0.0,0.0,0.0,3.0,0.0,651.0,571.0,80.0,0.0,0.0,0.0
2022,2,WN,SJC,1897.0,206.0,81.75,0.67,13.74,2.68,107.16,28.0,1.0,9826.0,4182.0,66.0,416.0,52.0,5110.0
2022,1,F9,SEA,36.0,5.0,2.59,0.0,1.42,0.0,0.99,3.0,0.0,785.0,604.0,0.0,95.0,0.0,86.0
2022,9,OH,FAY,40.0,6.0,3.64,0.0,1.27,0.45,0.64,1.0,0.0,211.0,142.0,0.0,26.0,18.0,25.0
2022,8,YV,RDU,73.0,18.0,7.0,2.0,6.0,0.0,3.0,1.0,0.0,1215.0,435.0,228.0,438.0,0.0,114.0
2015,7,MQ,CLE,170.0,44.0,16.8,2.18,9.47,0.0,15.55,5.0,1.0,2276.0,838.0,123.0,390.0,0.0,925.0
2019,6,DL,ICT,89.0,20.0,7.98,1.5,2.79,0.0,7.73,0.0,0.0,1237.0,350.0,143.0,110.0,0.0,634.0
2016,2,UA,RIC,20.0,4.0,0.76,0.09,0.3,0.0,2.86,0.0,0.0,654.0,88.0,21.0,62.0,0.0,483.0
2016,7,B6,JAX,310.0,89.0,41.06,2.17,24.75,0.24,20.79,10.0,1.0,7153.0,3578.0,595.0,1278.0,6.0,1696.0
2017,10,OO,ELP,85.0,15.0,9.6,0.0,1.41,0.0,3.99,1.0,0.0,884.0,404.0,0.0,54.0,0.0,426.0
2022,11,NK,CMH,145.0,37.0,11.58,0.25,12.99,1.63,10.56,6.0,1.0,2179.0,670.0,13.0,966.0,52.0,478.0
2017,8,UA,FAT,17.0,5.0,1.69,0.0,1.53,0.0,1.78,0.0,0.0,152.0,55.0,0.0,36.0,0.0,61.0
2020,6,DL,MCO,244.0,8.0,2.96,0.82,3.26,0.0,0.97,0.0,1.0,268.0,119.0,36.0,82.0,0.0,31.0
2022,8,UA,MDT,31.0,9.0,3.09,0.55,1.3,0.0,4.06,1.0,0.0,352.0,78.0,30.0,37.0,0.0,207.0
2021,6,YV,GRK,28.0,14.0,5.69,0.0,1.04,0.0,7.27,2.0,0.0,1242.0,485.0,0.0,66.0,0.0,691.0
2014,1,MQ,AMA,31.0,1.0,0.0,0.0,0.15,0.0,0.85,1.0,0.0,67.0,0.0,0.0,10.0,0.0,57.0
2021,5,OO,SMF,464.0,35.0,20.0,4.0,1.0,0.0,10.0,0.0,0.0,1973.0,1125.0,154.0,15.0,0.0,679.0
2023,4,AA,SEA,435.0,127.0,33.98,5.38,35.52,0.31,51.81,5.0,1.0,8963.0,3018.0,324.0,1034.0,25.0,4562.0
2018,8,YV,BIS,31.0,5.0,1.93,0.0,0.82,0.0,2.25,1.0,0.0,177.0,64.0,0.0,30.0,0.0,83.0
2020,5,B6,CLT,18.0,2.0,1.48,0.0,0.0,0.0,0.52,1.0,0.0,93.0,78.0,0.0,0.0,0.0,15.0
2022,3,YX,OKC,62.0,12.0,1.95,0.0,3.83,0.0,6.22,4.0,1.0,653.0,60.0,0.0,214.0,0.0,379.0
2018,3,MQ,LFT,119.0,10.0,3.51,1.0,3.33,0.0,2.16,1.0,0.0,372.0,144.0,25.0,129.0,0.0,74.0
2019,9,OH,MSN,108.0,22.0,5.35,0.93,7.64,1.0,7.08,3.0,0.0,1287.0,344.0,125.0,239.0,41.0,538.0
2019,9,OO,HSV,51.0,8.0,4.0,1.48,2.0,0.0,0.52,0.0,0.0,488.0,256.0,132.0,35.0,0.0,65.0
2018,11,9E,CMH,36.0,9.0,2.23,0.0,0.87,0.0,5.9,1.0,0.0,565.0,131.0,0.0,40.0,0.0,394.0
2021,9,B6,SLC,179.0,34.0,18.88,0.91,10.2,0.0,4.01,5.0,0.0,1594.0,1007.0,31.0,350.0,0.0,206.0
2021,12,G4,SBN,74.0,21.0,10.13,1.0,6.37,0.0,3.5,1.0,0.0,1426.0,771.0,199.0,266.0,0.0,190.0
2022,3,AA,PDX,213.0,25.0,15.45,0.61,2.81,0.0,6.13,1.0,0.0,917.0,528.0,11.0,63.0,0.0,315.0
2016,9,OO,CHA,105.0,15.0,4.68,0.0,6.98,0.0,3.34,0.0,0.0,671.0,333.0,0.0,191.0,0.0,147.0
2014,12,US,AUS,104.0,14.0,6.16,0.0,6.75,0.0,1.08,0.0,0.0,508.0,262.0,0.0,202.0,0.0,44.0
2017,6,B6,SJC,180.0,58.0,15.04,1.88,11.49,0.0,29.59,2.0,3.0,4091.0,959.0,313.0,558.0,0.0,2261.0
2020,3,OO,MAF,118.0,13.0,4.15,0.87,4.83,0.0,3.15,28.0,0.0,738.0,238.0,81.0,220.0,0.0,199.0
2018,12,OO,LAW,59.0,4.0,2.92,0.0,0.0,0.0,1.08,2.0,1.0,232.0,200.0,0.0,0.0,0.0,32.0
2016,6,AA,OKC,83.0,40.0,11.03,2.04,3.64,0.0,23.29,1.0,0.0,2442.0,746.0,172.0,116.0,0.0,1408.0
2022,3,QX,STS,77.0,16.0,8.54,0.0,2.47,0.0,4.98,0.0,1.0,622.0,354.0,0.0,75.0,0.0,193.0
2013,11,UA,SNA,536.0,68.0,27.24,0.73,25.65,0.0,14.38,0.0,1.0,2630.0,946.0,61.0,748.0,0.0,875.0
2020,10,G4,OAK,31.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,256.0,199.0,0.0,0.0,57.0,0.0
2016,5,F9,IAH,154.0,24.0,6.43,0.16,12.42,0.0,4.99,0.0,2.0,2193.0,684.0,27.0,867.0,0.0,615.0
2019,3,MQ,CMH,413.0,81.0,24.06,1.7,18.31,0.0,36.92,5.0,0.0,4573.0,1445.0,38.0,654.0,0.0,2436.0
2023,3,WN,AMA,205.0,45.0,9.22,2.63,3.76,0.0,29.39,3.0,0.0,2062.0,308.0,211.0,140.0,0.0,1403.0
2019,7,AS,DLG,31.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0
2018,5,B6,JAX,341.0,83.0,44.67,0.0,16.24,0.0,22.09,6.0,2.0,4326.0,2353.0,0.0,607.0,0.0,1366.0
2017,2,OO,ORF,43.0,6.0,1.78,0.0,1.47,0.0,2.75,0.0,0.0,371.0,180.0,0.0,55.0,0.0,136.0
2017,4,EV,BRO,107.0,16.0,8.58,0.0,4.26,0.0,3.15,1.0,0.0,732.0,450.0,0.0,120.0,0.0,162.0
2014,8,DL,CRW,29.0,8.0,2.27,1.0,1.32,0.0,3.4,0.0,0.0,443.0,53.0,234.0,33.0,0.0,123.0
2020,2,DL,BZN,120.0,18.0,6.9,0.58,4.18,0.0,6.34,0.0,0.0,680.0,248.0,25.0,110.0,0.0,297.0
2020,5,G4,BLV,116.0,4.0,1.82,0.97,1.21,0.0,0.0,52.0,0.0,364.0,305.0,28.0,31.0,0.0,0.0
2013,12,F9,BKG,34.0,9.0,1.11,0.0,3.83,0.0,4.06,0.0,0.0,485.0,49.0,0.0,228.0,0.0,208.0
2014,5,B6,IAD,224.0,24.0,7.92,0.0,10.93,0.0,5.15,6.0,0.0,1656.0,448.0,0.0,822.0,0.0,386.0
2021,5,AA,VPS,117.0,31.0,7.98,3.12,6.73,0.0,13.17,2.0,0.0,1707.0,392.0,154.0,324.0,0.0,837.0
2023,8,NK,EWR,873.0,286.0,81.75,10.43,130.82,5.34,57.66,10.0,2.0,19644.0,6247.0,662.0,8056.0,236.0,4443.0
2023,1,G4,FWA,61.0,17.0,3.5,0.0,9.85,0.0,3.65,0.0,1.0,880.0,247.0,0.0,347.0,0.0,286.0
2021,6,9E,CHA,246.0,38.0,19.53,1.64,8.66,0.0,8.17,0.0,0.0,2297.0,1510.0,62.0,293.0,0.0,432.0
2016,8,B6,SAV,97.0,19.0,7.64,0.0,2.86,0.0,8.5,0.0,0.0,972.0,231.0,0.0,228.0,0.0,513.0
2018,10,B6,BWI,251.0,54.0,24.89,0.6,11.87,0.0,16.64,2.0,0.0,3204.0,1647.0,9.0,416.0,0.0,1132.0
2019,4,G4,IDA,21.0,3.0,0.62,0.3,0.39,0.0,1.69,0.0,0.0,344.0,92.0,71.0,8.0,0.0,173.0
2021,12,YX,IAD,487.0,53.0,15.37,0.0,22.33,0.0,15.3,1.0,1.0,3997.0,2398.0,0.0,529.0,0.0,1070.0
2022,6,AS,BZN,60.0,13.0,5.55,0.0,6.45,0.0,1.0,0.0,0.0,335.0,161.0,0.0,143.0,0.0,31.0
2018,1,OO,AVP,77.0,30.0,16.32,0.96,2.25,0.0,10.46,1.0,0.0,3173.0,1772.0,119.0,120.0,0.0,1162.0
2018,11,UA,IAH,4945.0,886.0,204.54,23.07,400.23,0.0,258.15,15.0,5.0,49804.0,15483.0,2037.0,12176.0,0.0,20108.0
2016,8,F9,TYS,18.0,5.0,2.41,0.0,0.77,0.0,1.82,0.0,0.0,329.0,158.0,0.0,45.0,0.0,126.0
2019,3,WN,PHL,727.0,125.0,49.16,3.02,22.44,0.0,50.38,44.0,0.0,7225.0,3365.0,191.0,1117.0,0.0,2552.0
2023,4,AS,RDM,72.0,9.0,5.0,0.0,2.54,0.0,1.46,1.0,0.0,440.0,373.0,0.0,43.0,0.0,24.0
2023,3,F9,STL,109.0,23.0,9.09,0.0,9.25,0.0,4.66,0.0,0.0,1297.0,547.0,0.0,363.0,0.0,387.0
2019,2,OO,BFF,48.0,7.0,2.18,0.0,1.93,0.0,2.88,2.0,0.0,483.0,226.0,0.0,90.0,0.0,167.0
2020,1,MQ,MLI,90.0,14.0,2.39,0.08,8.18,0.0,3.35,5.0,0.0,640.0,199.0,2.0,222.0,0.0,217.0
2014,7,OO,WYS,70.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0
2016,9,NK,MSY,240.0,19.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,1017.0,0.0,0.0,1017.0,0.0,0.0
2013,9,HA,PPG,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0
2018,10,YX,BOS,529.0,101.0,21.95,1.02,55.95,0.0,22.07,6.0,0.0,8096.0,1896.0,22.0,4186.0,0.0,1992.0
2022,10,OH,SYR,79.0,13.0,3.49,0.0,5.64,0.0,3.88,1.0,0.0,864.0,186.0,0.0,120.0,0.0,558.0
2016,2,B6,STX,29.0,6.0,4.9,0.0,0.06,0.0,1.04,0.0,0.0,559.0,441.0,0.0,10.0,0.0,108.0
2019,4,MQ,BDL,55.0,5.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,141.0,20.0,79.0,42.0,0.0,0.0
2018,5,DL,BDL,389.0,62.0,24.18,3.65,18.18,0.0,15.98,1.0,0.0,3810.0,1760.0,300.0,946.0,0.0,804.0
2022,4,OO,PSP,587.0,62.0,38.0,2.0,0.0,0.0,22.0,0.0,5.0,4212.0,2987.0,133.0,0.0,0.0,1092.0
2014,10,EV,HOB,54.0,7.0,2.35,0.98,0.94,0.0,2.73,2.0,0.0,660.0,159.0,185.0,126.0,0.0,190.0
2021,3,NK,PIT,147.0,23.0,7.75,0.0,12.07,0.67,2.52,0.0,0.0,950.0,276.0,0.0,459.0,41.0,174.0
2022,7,F9,COS,41.0,13.0,2.54,0.0,1.51,0.0,8.94,2.0,0.0,1043.0,118.0,0.0,187.0,0.0,738.0
2023,1,F9,OAK,53.0,19.0,11.39,0.99,2.51,0.0,4.11,0.0,0.0,1179.0,686.0,31.0,106.0,0.0,356.0
2016,1,DL,SEA,1271.0,166.0,59.53,10.4,45.87,0.0,50.2,7.0,3.0,11873.0,5977.0,1516.0,1401.0,0.0,2979.0
2021,5,QX,SEA,3004.0,274.0,84.09,2.98,110.92,0.94,75.07,15.0,4.0,13965.0,7150.0,194.0,3135.0,17.0,3469.0
2019,3,MQ,ROC,83.0,11.0,4.9,0.12,2.17,0.0,3.81,1.0,0.0,743.0,254.0,10.0,51.0,0.0,428.0
2023,3,G4,EYW,63.0,12.0,2.64,0.19,5.27,0.0,3.89,1.0,0.0,541.0,161.0,4.0,235.0,0.0,141.0
2021,7,WN,SLC,1004.0,364.0,159.91,3.18,50.9,1.0,149.02,18.0,1.0,19853.0,7848.0,628.0,2000.0,60.0,9317.0
2020,2,NK,CRW,7.0,2.0,1.15,0.0,0.85,0.0,0.0,0.0,0.0,295.0,241.0,0.0,54.0,0.0,0.0
2018,7,F9,RNO,26.0,13.0,4.45,0.8,2.74,0.0,5.0,1.0,0.0,1129.0,338.0,64.0,122.0,0.0,605.0
2017,7,DL,BNA,547.0,109.0,49.85,2.77,27.72,0.0,28.67,0.0,1.0,4936.0,2392.0,115.0,793.0,0.0,1636.0
2021,12,DL,MSN,67.0,6.0,3.68,1.0,1.0,0.0,0.32,1.0,0.0,234.0,141.0,42.0,41.0,0.0,10.0
2020,3,YV,CAK,30.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0
2018,4,WN,DCA,1248.0,282.0,92.74,6.1,48.72,0.0,134.45,6.0,0.0,15408.0,5161.0,557.0,1669.0,0.0,8021.0
2016,1,DL,OKC,156.0,10.0,5.4,1.78,0.34,0.0,2.48,0.0,0.0,884.0,351.0,291.0,101.0,0.0,141.0
2018,8,YX,EYW,176.0,19.0,6.0,2.06,4.32,0.0,6.62,2.0,0.0,1182.0,408.0,172.0,193.0,0.0,409.0
2014,3,UA,BDL,54.0,17.0,8.93,0.0,0.43,0.0,7.64,3.0,0.0,1159.0,490.0,0.0,25.0,0.0,644.0
2017,2,B6,SEA,130.0,41.0,11.64,0.35,12.2,0.07,16.74,4.0,6.0,2645.0,626.0,32.0,755.0,7.0,1225.0
2019,8,UA,TUL,32.0,6.0,3.81,0.0,0.0,0.0,2.19,0.0,0.0,761.0,630.0,0.0,0.0,0.0,131.0
2015,2,DL,ICT,65.0,4.0,2.0,0.0,1.18,0.0,0.82,2.0,0.0,148.0,115.0,0.0,19.0,0.0,14.0
2019,8,9E,STL,28.0,8.0,1.6,0.0,2.51,0.0,3.89,0.0,0.0,269.0,55.0,0.0,52.0,0.0,162.0
2021,7,AA,DSM,150.0,49.0,18.09,2.03,9.11,0.34,19.43,5.0,0.0,3916.0,1275.0,241.0,254.0,9.0,2137.0
2021,8,MQ,LAN,60.0,10.0,2.49,1.0,3.18,0.0,3.32,4.0,0.0,612.0,125.0,45.0,112.0,0.0,330.0
2022,6,F9,CMH,24.0,7.0,1.38,1.43,3.62,0.0,0.57,1.0,0.0,214.0,93.0,31.0,77.0,0.0,13.0
2022,2,AA,MEM,257.0,61.0,21.9,3.23,13.13,0.0,22.74,27.0,0.0,3832.0,1266.0,487.0,465.0,0.0,1614.0
2017,2,EV,LFT,234.0,25.0,10.88,0.0,5.09,0.0,9.03,1.0,1.0,1508.0,613.0,0.0,202.0,0.0,693.0
2023,6,F9,BNA,82.0,24.0,6.12,0.95,7.52,0.0,9.4,3.0,0.0,1420.0,328.0,81.0,411.0,0.0,600.0
2023,7,G4,OMA,67.0,7.0,4.85,1.0,0.57,0.0,0.58,0.0,0.0,393.0,332.0,16.0,16.0,0.0,29.0
2020,9,YV,AVL,30.0,4.0,1.64,0.0,1.02,0.0,1.35,0.0,0.0,252.0,73.0,0.0,23.0,0.0,156.0
2022,3,MQ,ABI,150.0,21.0,5.2,4.0,5.99,1.0,4.81,2.0,0.0,1334.0,326.0,378.0,245.0,33.0,352.0
2022,8,MQ,PVD,18.0,4.0,1.42,0.0,2.58,0.0,0.0,1.0,0.0,208.0,96.0,0.0,112.0,0.0,0.0
2019,12,YV,VPS,42.0,14.0,4.75,0.0,2.27,0.0,6.98,2.0,0.0,1696.0,859.0,0.0,162.0,0.0,675.0
2019,8,AA,SEA,813.0,274.0,94.28,11.73,85.27,1.9,80.81,13.0,1.0,17807.0,6145.0,978.0,3660.0,158.0,6866.0
2015,2,AA,MKE,88.0,11.0,5.24,0.07,2.08,0.0,3.61,11.0,0.0,591.0,264.0,10.0,150.0,0.0,167.0
2023,4,YX,RST,22.0,5.0,3.11,0.0,1.89,0.0,0.0,1.0,0.0,271.0,198.0,0.0,73.0,0.0,0.0
2020,3,F9,PBI,135.0,9.0,2.0,0.0,5.43,0.0,1.57,21.0,0.0,478.0,104.0,0.0,295.0,0.0,79.0
2020,10,YX,AUS,102.0,15.0,2.93,0.61,10.47,0.0,1.0,0.0,1.0,496.0,122.0,20.0,307.0,0.0,47.0
2021,3,DL,PNS,206.0,17.0,9.94,1.0,5.04,0.0,1.03,0.0,0.0,699.0,431.0,46.0,204.0,0.0,18.0
2015,7,DL,HNL,275.0,49.0,20.05,2.0,12.07,0.0,14.88,0.0,1.0,2666.0,1336.0,65.0,299.0,0.0,966.0
2019,11,MQ,SHV,59.0,8.0,2.48,0.0,3.18,0.0,2.35,0.0,0.0,210.0,81.0,0.0,81.0,0.0,48.0
2019,8,DL,BUR,59.0,9.0,5.23,0.79,2.98,0.0,0.0,0.0,0.0,465.0,322.0,42.0,101.0,0.0,0.0
2022,5,YV,TUS,69.0,16.0,6.97,0.0,0.31,0.0,8.72,1.0,0.0,1645.0,924.0,0.0,10.0,0.0,711.0
